Image,Age,Gender,Race,Emotion
sadness_-_S011_002_00000020.png,25,Woman,white,sad
sadness_-_S011_002_00000021.png,25,Man,white,sad
sadness_-_S011_002_00000022.png,25,Woman,white,sad
sadness_-_S014_002_00000014.png,33,Woman,white,sad
sadness_-_S014_002_00000015.png,33,Woman,white,sad
sadness_-_S014_002_00000016.png,32,Woman,white,sad
sadness_-_S026_002_00000014.png,27,Woman,white,angry
sadness_-_S026_002_00000015.png,27,Woman,white,angry
sadness_-_S026_002_00000016.png,26,Woman,white,angry
sadness_-_S042_002_00000014.png,26,Man,latino hispanic,neutral
sadness_-_S042_002_00000015.png,25,Man,asian,neutral
sadness_-_S042_002_00000016.png,27,Man,latino hispanic,sad
sadness_-_S046_001_00000023.png,39,Woman,white,neutral
sadness_-_S046_001_00000024.png,39,Woman,white,fear
sadness_-_S046_001_00000025.png,39,Woman,white,fear
sadness_-_S064_004_00000012.png,28,Man,white,sad
sadness_-_S064_004_00000013.png,27,Man,white,sad
sadness_-_S064_004_00000014.png,27,Man,white,sad
sadness_-_S066_004_00000008.png,27,Woman,white,sad
sadness_-_S066_004_00000009.png,25,Woman,white,sad
sadness_-_S066_004_00000010.png,27,Woman,white,sad
sadness_-_S071_002_00000018.png,30,Woman,white,sad
sadness_-_S071_002_00000019.png,30,Woman,white,sad
sadness_-_S071_002_00000020.png,29,Woman,white,sad
sadness_-_S080_005_00000011.png,31,Woman,middle eastern,neutral
sadness_-_S080_005_00000012.png,31,Woman,middle eastern,neutral
sadness_-_S080_005_00000013.png,31,Woman,middle eastern,neutral
sadness_-_S081_002_00000022.png,25,Man,white,neutral
sadness_-_S081_002_00000023.png,25,Man,white,neutral
sadness_-_S081_002_00000024.png,26,Man,white,sad
sadness_-_S093_001_00000018.png,25,Man,middle eastern,neutral
sadness_-_S093_001_00000019.png,24,Man,middle eastern,neutral
sadness_-_S093_001_00000020.png,24,Man,middle eastern,neutral
sadness_-_S095_010_00000012.png,25,Woman,white,sad
sadness_-_S095_010_00000013.png,26,Woman,white,sad
sadness_-_S095_010_00000014.png,26,Woman,white,sad
sadness_-_S106_002_00000014.png,34,Woman,white,sad
sadness_-_S106_002_00000015.png,34,Woman,white,sad
sadness_-_S106_002_00000016.png,33,Woman,white,sad
sadness_-_S108_005_00000020.png,25,Woman,white,sad
sadness_-_S108_005_00000021.png,25,Woman,white,sad
sadness_-_S108_005_00000022.png,25,Woman,white,neutral
sadness_-_S113_003_00000013.png,26,Man,white,neutral
sadness_-_S113_003_00000014.png,25,Man,middle eastern,neutral
sadness_-_S113_003_00000015.png,26,Man,white,sad
sadness_-_S115_004_00000015.png,24,Man,white,angry
sadness_-_S115_004_00000016.png,24,Man,white,angry
sadness_-_S115_004_00000017.png,23,Woman,white,angry
sadness_-_S125_001_00000012.png,31,Woman,latino hispanic,sad
sadness_-_S125_001_00000013.png,31,Woman,latino hispanic,sad
sadness_-_S125_001_00000014.png,31,Woman,latino hispanic,sad
sadness_-_S130_009_00000017.png,24,Man,white,angry
sadness_-_S130_009_00000018.png,24,Man,white,angry
sadness_-_S130_009_00000019.png,24,Man,white,angry
sadness_-_S131_003_00000022.png,28,Man,white,sad
sadness_-_S131_003_00000023.png,28,Man,white,sad
sadness_-_S131_003_00000024.png,28,Man,white,sad
sadness_-_S132_002_00000016.png,27,Man,white,sad
sadness_-_S132_002_00000017.png,28,Man,white,sad
sadness_-_S132_002_00000018.png,25,Man,white,sad
sadness_-_S136_003_00000012.png,29,Man,white,neutral
sadness_-_S136_003_00000013.png,26,Man,white,neutral
sadness_-_S136_003_00000014.png,28,Man,white,angry
sadness_-_S137_005_00000025.png,29,Man,black,sad
sadness_-_S137_005_00000026.png,31,Man,black,angry
sadness_-_S137_005_00000027.png,29,Man,black,angry
sadness_-_S138_007_00000009.png,28,Woman,white,neutral
sadness_-_S138_007_00000010.png,28,Woman,white,sad
sadness_-_S138_007_00000011.png,28,Man,white,sad
sadness_-_S501_006_00000039.png,30,Man,asian,sad
sadness_-_S501_006_00000040.png,32,Man,asian,neutral
sadness_-_S501_006_00000041.png,32,Man,asian,sad
sadness_-_S503_006_00000018.png,33,Woman,asian,sad
sadness_-_S503_006_00000019.png,34,Woman,asian,sad
sadness_-_S503_006_00000020.png,35,Woman,asian,sad
sadness_-_S504_006_00000016.png,28,Man,latino hispanic,neutral
sadness_-_S504_006_00000017.png,26,Man,black,neutral
sadness_-_S504_006_00000018.png,27,Man,latino hispanic,neutral
sadness_-_S505_006_00000017.png,25,Man,asian,sad
sadness_-_S505_006_00000018.png,25,Man,asian,sad
sadness_-_S505_006_00000019.png,26,Man,asian,sad
sadness_-_S506_006_00000040.png,26,Man,white,sad
sadness_-_S506_006_00000041.png,29,Man,white,neutral
sadness_-_S506_006_00000042.png,26,Man,white,sad
